"","X.2","X.1","Edad","nivel_de_educaccion","ORG_BASE","Acceso_a_internet","miembros_familia","informacion_telefono_confianza","Tipo_de_Celular","informacion_telefono","Clima","finaca_uso_cafe","Finaca_hectares","ALTITUD_m_s_n_m","EDAD_DE_CULTIVO","Distanciamiento_entre_plantas","Distanciamiento_entre_filas","alimentos_procedencia","tierra_tenencia","empezar_cultivar_cafe","cafe_suelo_calidad","cafe_tierra","numeroplantasproduccionhectarea","capacitacion_cafe","cafe_pracitcas","num_cafe_pracitcas","distinct_cafe_pracitcas","num_aplic_fertilizers","enfermedades","num_enfermedades","distinct_enfermedades","num_fungal_enfermedades","num_pest_enfermedades","num_other_enfermedades","variedades","num_variedades","distinct_variedades","arbol_bajosombra","num_arbolessombra","distinct_arbolessombra","floracion_normal","floracion","plantas_etapa","X_GPS_longitude","X_GPS_altitude.y","yoloV8_aver","RealCherriesBranch.x","ID","Climate","FarmUseCoffee","FarmArea","Altitude","SoilQuality","CoffeeLand","TypesShadeTrees","DistinctShadeTrees","AltitudeGPS","RealCherriesBranch.y","RH2M_avg","T2M","PR","clase_ufh","distri_adt","profundi","simb_final","p_idh","p_textura","p_profundi","s_uc_fase","municipio","p_humedad","taxonomia","p_temp","p_co","co","p_sat_alum","perfil","pedrego","humedad","unidad_cli","drenaje","vlr_pote_f","sim_clim_f","n_rang_ufh","p_inund","rango_pend","uc_suelo","pendiente","etp_ppt","rango_idh","salinidad","perd_sue","sb","s_uc","ce","sat_alum","p_ph","p_cic","limitante","ph","p_sb","area_ha","p_drenaje","alt_msnm","p_pend","sue_no_sue","inund","cod_depart","temp_med","p_perd_sue","cic","p_salini","departamen","p_sodio","textura","cod_dane_m","p_pedrego","vlr_pote","consecutiv","geometry","X","X_GPS_latitude","X_GPS_altitude","production_farm_yolo","production_farm_real"
"11",11,11,"4655","secundaria_completa","AMUCC","yes",5,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",3,6,1700,3,1.3,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5494.505495,"mensual","poda eliminacion_de_chupones ferti_plag_enfere",3,3,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"diferentes momentos (poco)","poca","color_verde_intenso",-76.5972702,1683.1,15.44,18.55555556,11,"templado",3,6,1700,"buen_suelo_para_el_cafe","plano__recto",1,1,1683.1,18.55555556,86.65,20.7,2.37,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Morales",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,3488.876298,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19473,0,70,87205,"c(-76.5972702"," 2.751032)",2.751032,1683.1,46.3333333333333,55.6666666666667
"12",12,12,"4655","secundaria_completa","AMUCC","yes",5,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",3,6,1700,3,1.3,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5494.505495,"mensual","poda eliminacion_de_chupones ferti_plag_enfere",3,3,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"diferentes momentos (poco)","poca","color_verde_intenso",-76.5972702,1683.1,15.44,18.55555556,62,"templado",11,16,1725,"buen_suelo_para_el_cafe","inclinado",2,2,1675,18.48148148,83.82,15.73,0.6,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,1655.475526,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101390,"c(-76.5465195"," 2.7229005)",2.751032,1683.1,46.3333333333333,55.6666666666667
"13",13,13,"2635","secundaria_completa","federacion","yes",4,"nada_seguro","smart_phone","recomendaciones agricolas","templado",2,2,1750,2,1.3,1.4,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5494.505495,"anual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"antracnosis ojo_de_gallo",2,2,1,1,0,"castillo",1,1,"platano guyaba mandarina",3,3,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.6256627,1816.932129,17.63,20.71428571,12,"templado",2,2,1750,"buen_suelo_para_el_cafe","inclinado",3,3,1816.932129,20.71428571,86.75,18.58,1.28,"7",0,"Profundo","07Qc2s2-49",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",51,"Q",49,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Fuerte",8,"AQ6",0,0,4,5,"2s2",5.1,0,84.24871831,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-15,54.9,0,"Cauca",0,"Franco arenosa",19130,0,58,19017,"c(-76.6256627"," 2.6232228)",2.6232228,1816.93212890625,311.481481481481,354.444444444444
"14",14,14,"5665","primaria_incompleta","federacion","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",0.9,1.8,1750,2,1.5,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4444.444444,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,2,"antracnosis mancha_de_hierro",2,2,1,1,0,"castillo cenicafe_1",2,2,"nacedero limón naranja aguacate",4,4,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.6226621,1813.089355,9.44,11.98290598,13,"templado",0.9,1.8,1750,"buen_suelo_para_el_cafe","inclinado",4,4,1813.089355,11.98290598,86.75,18.58,1.28,"5",0,"Profundo","05Qc2s1-61",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",62,"Q",61,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,9882.313343,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19130,0,70,19018,"c(-76.6226621"," 2.6247428)",2.6247428,1813.08935546875,164.111111111111,207.703703703704
"15",15,15,"4655","primaria_incompleta","ninguna","yes",3,"poco_seguro","smart_phone","no uso mi telefono para esto","templado",0.18,3.5,1830,2,1.3,1.4,"comprado__mercado producido_en_la_finaca","dueno","10+","suelo_pobre_para_el_cafe","plano__recto",5494.505495,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano guamo",2,2,"no a florecido al mismo tiempo de años anteriores","retrasada","color_verde_intenso",-76.5701733,1776.7,10.63,20.21935484,14,"templado",0.18,3.5,1830,"suelo_pobre_para_el_cafe","plano__recto",2,2,1776.7,20.21935484,86.75,18.58,1.28,"5",0,"Profundo","05Qc2s1-61",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",62,"Q",61,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,9882.313343,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19130,0,70,19018,"c(-76.5701733"," 2.5925367)",2.5925367,1776.7,207.62962962963,348.222222222222
"16",16,16,"4655","titulo_universitario","caficauca","yes",4,"poco_seguro","smart_phone","informacion de mercado","templado",3,4.7,1754,10,1.5,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",4444.444444,"semanal","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,3,"roya_amarilla",1,1,1,0,0,"sanbernardo",1,1,"guamo carbonero",2,2,"normal","normal","color_verde_intenso",-76.5574061,1873.400024,10.7,21.46666667,15,"templado",3,4.7,1754,"buen_suelo_para_el_cafe","inclinado",2,2,1873.400024,21.46666667,83.82,15.73,0.6,"7",0,"Profundo","07Qe-49",10,8,10,"AQ12e","Cajibío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",52,"Q",49,0,"25-50","AQBe","e","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,1760.547143,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19130,0,83,19014,"c(-76.5574061"," 2.58612)",2.58612,1873.40002441406,237,405.481481481481
"17",17,17,"4655","titulo_universitario","caficauca","yes",4,"poco_seguro","smart_phone","informacion de mercado","templado",3,4.7,1754,10,1.5,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",4444.444444,"semanal","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,3,"roya_amarilla",1,1,1,0,0,"sanbernardo",1,1,"guamo carbonero",2,2,"normal","normal","color_verde_intenso",-76.5574061,1873.400024,10.7,21.46666667,38,"templado",1.5,2,1823,"buen_suelo_para_el_cafe","inclinado",2,2,1805,17.12650602,86.75,18.58,1.28,"7",0,"Profundo","07Qe-49",10,8,10,"AQ12e","Cajibío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",52,"Q",49,0,"25-50","AQBe","e","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,1760.547143,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19130,0,83,19014,"c(-76.5846515"," 2.5736367)",2.58612,1873.40002441406,237,405.481481481481
"18",18,18,"3645","titulo_universitario","ninguna","yes",2,"seguro","smart_phone","recomendaciones agricolas","templado",2.5,6,1852,4,1.3,1.5,"producido_en_la_finaca comprado__mercado","dueno","he_empezado_recientemente","suelo_pobre_para_el_cafe","inclinado",5128.205128,"anual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,5,"roya_amarilla",1,1,1,0,0,"supremo",1,1,"guamo",1,1,"diferente a los tiempos establecidos","retrasada","color_verde_intenso",-76.5343699,1865,10.11,15.27850877,86,"calido",0.73,1.03,1899,"buen_suelo_para_el_cafe","inclinado",3,3,1912.239258,8.37037037,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8729446"," 2.5007194)",2.5759362,1865,190.037037037037,258.037037037037
"19",19,19,"3645","secundaria_completa","ninguna","yes",3,"poco_seguro","smart_phone","recomendaciones agricolas","templado",1.3,2,1750,6,1.3,1.3,"producido_en_la_finaca comprado__mercado","no_soy_dueno","10+","buen_suelo_para_el_cafe","plano__recto",5917.159763,"anual","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo aguacate",2,2,"normal","normal","color_verde_intenso",-76.6437919,1774.9,13.33,16.60151086,16,"templado",1.3,2,1750,"buen_suelo_para_el_cafe","plano__recto",2,2,1774.9,16.60151086,86.75,18.58,1.28,"3",0,"Profundo","03Qc-73",10,8,10,"AQ12c","Popayán",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",73,"Q",73,0,"45998","AQBc","c","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,5323.591787,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19001,0,83,103633,"c(-76.6437919"," 2.5047026)",2.5047026,1774.9,567.37037037037,651.148148148148
"20",20,20,"4655","primaria_completa","caficauca","no",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.18,1,1685,2,1.3,1.3,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5917.159763,"semestral","ferti_plag_enfere",1,1,1,"antracnosis",1,1,0,1,0,"supremo",1,1,"mandaron aguacates",2,2,"normal","normal","cabeza_de_alfiler",-76.5490037,0,9.96,10.62962963,17,"templado",0.18,1,1685,"buen_suelo_para_el_cafe","plano__recto",2,2,0,10.62962963,83.82,15.73,0.6,"6",0,"Profundo","06Qd-55",10,6,10,"AQ6d","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",55,"Q",55,0,"45992","AQCd","d","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,1259.008687,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101384,"c(-76.5490037"," 2.7432284)",2.7432284,0,9.96296296296296,10.6296296296296
"21",21,21,"4655","primaria_completa","caficauca","no",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.18,1,1685,2,1.3,1.3,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5917.159763,"semestral","ferti_plag_enfere",1,1,1,"antracnosis",1,1,0,1,0,"supremo",1,1,"mandaron aguacates",2,2,"normal","normal","cabeza_de_alfiler",-76.5490037,0,9.96,10.62962963,110,"calido",0.21,2,0,"buen_suelo_para_el_cafe","plano__recto",4,4,1726,11.7037037,86.75,18.58,1.28,"3",0,"Profundo","03Qc-73",10,8,10,"AQ12c","El Tambo",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",73,"Q",73,0,"45998","AQBc","c","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,3706.196776,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19256,0,83,48968,"c(-76.7759172"," 2.4318099)",2.7432284,0,9.96296296296296,10.6296296296296
"22",22,22,"3645","secundaria_completa","AMUCC","yes",2,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",2.4,2.5,1600,3,1.3,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5494.505495,"semestral","eliminacion_de_chupones control_de_la_erosion_del_suelo ferti_plag_enfere",3,3,3,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"gualanday guamo aguacate",3,3,"floreció en diferentes momentos","diferentes_momentos","color_verde_intenso",-76.587633,1658.4,25.44,36.03703704,18,"templado",2.4,2.5,1600,"buen_suelo_para_el_cafe","plano__recto",3,3,1658.4,36.03703704,86.65,20.7,2.37,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.587633"," 2.7747694)",2.7747694,1658.4,76.3333333333333,108.111111111111
"23",23,23,"3645","primaria_completa","AMUCC","no",5,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",0.5,0.5,1600,3,1.3,1.4,"producido_en_la_finaca comprado__mercado","se_alquila_todo_el_terreno","10+","buen_suelo_para_el_cafe","inclinado",5494.505495,"semestral","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo guayaba",2,2,"poco. diferentes momentos","poca","color_verde_intenso",-76.5829694,1607.9,15.37,22.33333333,19,"templado",0.5,0.5,1600,"buen_suelo_para_el_cafe","inclinado",2,2,1607.9,22.33333333,86.65,20.7,2.37,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.5829694"," 2.8037892)",2.8037892,1607.9,46.1111111111111,67
"24",24,24,"4655","secundaria_incompleta","AMUCC","yes",5,"poco_seguro","smart_phone","recomendaciones agricolas","templado",2,2.8,1600,3,1.2,1.3,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"mensual","ferti_plag_enfere control_de_plagas_y_enfermedades eliminacion_de_chupones poda control_de_la_erosion_del_suelo",5,5,4,"roya_amarilla",1,1,1,0,0,"supremo",1,1,"leucainas guamo",2,2,"diferentes momentos","diferentes_momentos","color_verde_intenso",-76.594852,1567.6,25.26,35.11111111,20,"templado",2,2.8,1600,"buen_suelo_para_el_cafe","inclinado",2,2,1567.6,35.11111111,86.65,20.7,2.37,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.594852"," 2.8044612)",2.8044612,1567.6,75.7777777777778,105.333333333333
"25",25,25,"3645","secundaria_completa","AMUCC","yes",3,"nada_seguro","smart_phone","recomendaciones agricolas","templado",0.18,1.8,1600,4,1.2,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","suelo_pobre_para_el_cafe","inclinado",5952.380952,"semanal","ferti_plag_enfere deshierbe control_de_plagas_y_enfermedades eliminacion_de_chupones control_de_la_erosion_del_suelo poda",6,6,5,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo aguacate mango",3,3,"diferentes momentos","diferentes_momentos","color_verde_intenso",-76.5926977,1636.9,18.41,24.74074074,21,"templado",0.18,1.8,1600,"suelo_pobre_para_el_cafe","inclinado",3,3,1636.9,24.74074074,86.65,20.7,2.37,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.5926977"," 2.8110435)",2.8110435,1636.9,55.2222222222222,74.2222222222222
"26",26,26,"2635","primaria_completa","ninguna","yes",3,"nada_seguro","smart_phone","recomendaciones agricolas","templado",1.5,2.25,1780,2,1.4,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"anual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,4,"antracnosis roya_amarilla",2,2,1,1,0,"castillo",1,1,"guamo",1,1,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.7109226,1759.186035,17.78,21.92792793,22,"templado",1.5,2.25,1780,"buen_suelo_para_el_cafe","inclinado",1,1,1759.186035,21.92792793,86.75,18.58,1.28,"5",0,"Profundo","05Qd2s1-61",10,8,10,"AQ12d2","Timbío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",61,"Q",61,0,"45992","AQBd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",2.1,"AQ12",0,0,8,4,"2s1",6,0,7179.174518,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,18.7,0,"Cauca",0,"Franco arcillo arenosa",19807,0,80,152048,"c(-76.7109226"," 2.4332019)",2.4332019,1759.18603515625,449.37037037037,540.888888888889
"27",27,27,"2635","primaria_completa","ninguna","yes",3,"nada_seguro","smart_phone","recomendaciones agricolas","templado",1.5,2.25,1780,2,1.4,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"anual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,4,"antracnosis roya_amarilla",2,2,1,1,0,"castillo",1,1,"guamo",1,1,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.7109226,1759.186035,17.78,21.92792793,32,"templado",0.8,2,1685,"buen_suelo_para_el_cafe","inclinado",1,1,0,19.85185185,83.82,15.73,0.6,"4",0,"Profundo","04Qb-67",10,6,10,"AQ6b","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",68,"Q",67,0,"45841","AQCb","b","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,1524.944078,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101380,"c(-76.5484904"," 2.6470973)",2.4332019,1759.18603515625,449.37037037037,540.888888888889
"28",28,28,"3645","primaria_completa","AMUCC","no",7,"poco_seguro","smart_phone","no uso mi telefono para esto","templado",3.27,9,1759,2,1.3,1.4,"comprado__mercado","dueno","10+","suelo_pobre_para_el_cafe","inclinado",5494.505495,"semestral","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,3,"antracnosis ojo_de_gallo mancha_de_hierro",3,3,2,1,0,"castillo",1,1,"naranjos nogal y guamo",4,4,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.711389,1732.940674,17.41,23.15686275,23,"templado",3.27,9,1759,"suelo_pobre_para_el_cafe","inclinado",4,4,1732.940674,23.15686275,86.75,18.58,1.28,"5",0,"Profundo","05Qd2s1-61",10,8,10,"AQ12d2","Timbío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",61,"Q",61,0,"45992","AQBd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",2.1,"AQ12",0,0,8,4,"2s1",6,0,7179.174518,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,18.7,0,"Cauca",0,"Franco arcillo arenosa",19807,0,80,152048,"c(-76.711389"," 2.4318593)",2.4318593,1732.94067382812,463.37037037037,568.62962962963
"29",29,29,"2635","primaria_completa","caficauca","no",5,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",1.5,1.8,1685,2,1.4,1.4,"comprado__mercado producido_en_la_finaca","no_soy_dueno","10+","buen_suelo_para_el_cafe","inclinado",5102.040816,"semestral","deshierbe eliminacion_de_chupones ferti_plag_enfere",3,3,6,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo urapan",2,2,"normal","normal","cabeza_de_alfiler",-76.5637188,1847.900024,14.19,15.25925926,24,"templado",1.5,1.8,1685,"buen_suelo_para_el_cafe","inclinado",2,2,1847.900024,15.25925926,86.75,18.58,1.28,"4",0,"Profundo","04Qb-67",10,6,10,"AQ6b","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",68,"Q",67,0,"45841","AQCb","b","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,1524.944078,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101380,"c(-76.5637188"," 2.6526779)",2.6526779,1847.90002441406,14.1851851851852,15.2592592592593
"30",30,30,"2635","primaria_completa","caficauca","no",5,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",1.5,1.8,1685,2,1.4,1.4,"comprado__mercado producido_en_la_finaca","no_soy_dueno","10+","buen_suelo_para_el_cafe","inclinado",5102.040816,"semestral","deshierbe eliminacion_de_chupones ferti_plag_enfere",3,3,6,"antracnosis",1,1,0,1,0,"castillo",1,1,"guamo urapan",2,2,"normal","normal","cabeza_de_alfiler",-76.5637188,1847.900024,14.19,15.25925926,70,"templado",0.5,0.5,1800,"buen_suelo_para_el_cafe","inclinado",1,1,1840.5,10.29673203,86.75,18.58,1.28,"9",0,"Profundo","09PeL2s1-38",10,7,10,"LQ1e2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,3,0.75,-10,"CC-02","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"25-50","LQDe2","e","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",4.5,"LQ1",0,85.8,0,5,"L2s1",4.9,0,2787.168258,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,21.6,0,"Cauca",0,"Arcillosa",19256,0,57,48763,"c(-76.8647321"," 2.4967653)",2.6526779,1847.90002441406,14.1851851851852,15.2592592592593
"31",31,31,"4655","primaria_incompleta","banaespor","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",3,3,1658,4,1.2,1.4,"producido_en_la_finaca comprado__mercado","no_soy_dueno","10+","buen_suelo_para_el_cafe","inclinado",5952.380952,"mensual","deshierbe",1,1,6,"antracnosis roya_amarilla",2,2,1,1,0,"castillo",1,1,"guayabo",1,1,"normal","normal","cabeza_de_alfiler",-76.5704773,0,15.04,16.18518519,25,"templado",3,3,1658,"buen_suelo_para_el_cafe","inclinado",1,1,0,16.18518519,86.75,18.58,1.28,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.5704773"," 2.7306046)",2.7306046,0,15.037037037037,16.1851851851852
